udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure
4985,L52164,L,303.8,313.1,1256,58.7,213,1
4837,L52016,L,303.3,311.8,1315,62.0,42,1
2495,L49674,L,299.1,308.8,1329,53.6,207,1
4580,L51759,L,303.0,311.2,1374,48.2,65,1
2016,L49195,L,298.5,308.2,1301,66.3,42,1
4449,L51628,L,302.4,310.3,1374,51.2,163,1
4633,M19492,M,302.9,311.2,1330,53.7,200,1
381,L47560,L,297.5,308.3,2564,12.8,127,1
4259,M19118,M,302.7,311.1,1297,60.7,125,1
4428,M19287,M,302.4,310.1,1379,48.9,107,1
4252,H33665,H,302.5,310.9,1356,55.5,101,1
4410,M19269,M,302.4,310.1,1358,54.6,61,1
2599,L49778,L,299.1,308.8,1320,67.5,20,1
3866,H33279,H,302.6,311.5,1629,34.4,228,1
4185,L51364,L,302.2,310.6,1334,53.2,159,1
5400,H34813,H,302.8,312.4,1411,53.8,246,1
5942,L53121,L,300.6,310.7,1438,48.5,78,1
7688,M22547,M,300.7,311.7,2097,18.9,232,1
8609,L55788,L,297.4,308.4,1369,50.6,220,1
747,L47926,L,296.8,308.1,1289,62.0,199,1
7594,L54773,L,300.5,311.2,1270,67.5,208,1
4647,L51826,L,303.3,311.4,1497,46.0,234,1
4327,L51506,L,301.6,310.1,1362,55.8,70,1
4442,L51621,L,302.5,310.2,1329,50.6,148,1
6179,L53358,L,301.1,310.9,1282,67.9,10,1
2300,L49479,L,299.4,308.7,1446,62.9,134,1
6341,H35754,H,300.5,309.9,1397,45.9,210,1
4476,L51655,L,302.7,310.5,1351,41.8,10,1
3696,L50875,L,302.2,311.3,1530,37.3,207,1
4528,M19387,M,302.4,310.5,1372,45.7,144,1
9823,L57002,L,298.5,309.4,1360,60.9,187,1
4703,L51882,L,303.6,311.8,1222,66.8,148,1
1420,L48599,L,298.7,309.8,1354,53.3,212,1
4602,M19461,M,303.0,311.1,1372,54.3,117,1
4131,L51310,L,301.9,310.4,1286,62.8,22,1
4496,L51675,L,302.6,310.4,1359,57.2,67,1
208,M15067,M,298.4,308.7,1421,60.7,119,1
5616,M20475,M,303.0,312.2,1257,71.3,122,1
9668,L56847,L,299.2,310.3,1352,48.9,238,1
1785,L48964,L,298.3,308.0,2886,3.8,57,1
4740,L51919,L,303.2,311.4,1351,53.8,8,1
4343,M19202,M,301.7,309.8,1284,68.2,111,1
243,L47422,L,298.0,308.2,1348,58.8,202,1
7084,L54263,L,300.7,310.4,1416,61.8,209,1
6760,L53939,L,301.7,311.0,1441,44.3,208,1
4721,M19580,M,303.4,311.7,1353,44.1,192,1
1584,L48763,L,298.2,308.4,1310,61.0,189,1
4081,L51260,L,302.0,310.4,1357,58.0,108,1
4832,L52011,L,303.5,312.0,1366,54.5,30,1
8246,M23105,M,299.0,310.3,1303,68.6,111,1
4921,L52100,L,303.4,312.2,1337,69.4,52,1
4045,M18904,M,301.9,310.9,1419,47.7,20,1
4730,L51909,L,303.4,311.8,1306,61.0,215,1
7757,L54936,L,300.5,311.8,1368,57.9,191,1
4534,M19393,M,302.4,310.3,1375,52.5,161,1
5401,L52580,L,302.7,312.4,1477,46.3,251,1
4815,L51994,L,303.4,311.8,1401,53.0,208,1
4180,L51359,L,302.4,310.9,1349,46.1,148,1
4254,M19113,M,302.6,311.0,1329,48.6,111,1
464,L47643,L,297.4,308.7,2874,4.2,118,1
3529,L50708,L,302.0,310.9,1378,53.1,212,1
848,L48027,L,296.4,307.4,2833,5.6,213,1
3357,L50536,L,301.6,310.8,1355,57.8,195,1
4165,L51344,L,302.2,310.6,1346,47.5,109,1
6025,L53204,L,300.7,310.9,1356,65.3,66,1
4386,L51565,L,301.8,309.7,1442,45.3,233,1
5735,L52914,L,302.3,311.8,1369,56.2,208,1
4324,L51503,L,301.8,310.3,1341,50.5,64,1
587,L47766,L,297.6,309.6,1501,49.8,222,1
4760,L51939,L,303.5,311.6,1361,46.5,62,1
3855,L51034,L,302.4,311.0,1338,67.6,194,1
4271,L51450,L,302.6,310.9,1331,52.0,154,1
2750,M17609,M,299.7,309.2,1685,28.9,179,1
2245,M17104,M,299.3,308.4,1542,37.5,203,1
4619,M19478,M,303.0,311.3,1335,53.6,164,1
2333,L49512,L,299.2,308.5,1378,50.4,220,1
328,L47507,L,297.7,308.5,1373,56.7,203,1
1438,H30851,H,298.8,309.9,1439,45.2,40,1
5402,M20261,M,302.6,312.3,1454,54.8,253,1
9759,L56938,L,298.6,309.8,2271,16.2,218,1
7511,L54690,L,300.5,311.8,1524,38.9,214,1
1096,L48275,L,296.9,307.5,2721,9.3,18,1
4139,L51318,L,301.7,310.2,1311,57.4,40,1
3580,L50759,L,301.8,310.6,2672,11.8,124,1
4762,H34175,H,303.7,311.9,1332,52.7,66,1
6173,L53352,L,300.8,310.6,1577,37.9,227,1
4174,M19033,M,302.2,310.6,1346,49.2,134,1
1124,H30537,H,296.6,307.7,1386,62.3,100,1
3794,L50973,L,302.3,310.9,1379,49.3,34,1
4283,L51462,L,301.9,309.9,1374,48.5,180,1
1764,L48943,L,298.2,307.6,1511,31.0,209,1
7281,L54460,L,299.9,310.2,1288,69.6,62,1
8691,L55870,L,297.1,308.5,1323,44.4,207,1
162,L47341,L,298.3,308.1,1412,52.3,218,1
1162,L48341,L,297.0,307.8,1316,61.2,200,1
4652,L51831,L,303.2,311.4,1349,51.1,9,1
4284,M19143,M,301.8,309.9,1334,61.0,182,1
3807,M18666,M,302.3,310.9,1360,44.0,67,1
5335,M20194,M,303.4,312.6,2706,9.8,65,1
2126,L49305,L,299.3,308.9,1258,69.4,119,1
3761,L50940,L,302.3,310.9,1377,46.8,166,1
7764,L54943,L,300.4,311.6,1200,76.6,3,1
4719,L51898,L,303.3,311.6,1337,56.8,187,1
3788,L50967,L,302.3,310.8,1377,47.3,22,1
6674,L53853,L,301.6,310.7,1380,51.8,216,1
3351,L50530,L,301.4,310.8,1285,62.6,183,1
3370,L50549,L,301.5,310.9,2760,8.0,15,1
9831,L57010,L,298.3,309.3,1337,56.1,206,1
2859,L50038,L,300.5,309.3,1417,51.5,231,1
4308,L51487,L,301.4,309.9,1259,63.9,20,1
4072,L51251,L,301.9,310.6,1331,68.6,85,1
1335,L48514,L,299.0,310.4,1365,49.1,226,1
4183,L51362,L,302.4,310.7,1362,54.8,155,1
4280,L51459,L,302.0,310.1,1361,45.4,174,1
4545,L51724,L,302.5,310.4,1349,55.1,187,1
8438,L55617,L,298.7,309.8,1181,65.9,203,1
8847,M23706,M,297.4,308.8,1325,62.4,204,1
9176,L56355,L,297.8,309.0,1403,64.2,0,1
443,L47622,L,297.4,308.5,1399,61.5,61,1
8507,L55686,L,298.4,309.6,1710,27.3,163,1
9415,L56594,L,298.1,308.6,1354,53.9,207,1
6933,L54112,L,300.8,311.4,1322,67.2,18,1
5310,M20169,M,303.9,313.2,1422,48.0,215,1
4481,H33894,H,302.7,310.4,1305,55.2,20,1
9016,L56195,L,297.2,308.1,1431,49.7,210,1
8399,L55578,L,298.5,309.7,2617,12.1,102,1
7998,M22857,M,301.0,312.2,2710,9.7,143,1
7427,M22286,M,300.0,311.4,1692,29.0,216,1
5142,L52321,L,304.4,313.7,1509,35.0,205,1
4450,M19309,M,302.4,310.3,1378,54.3,165,1
4728,M19587,M,303.4,311.8,1341,47.0,210,1
5220,L52399,L,303.8,313.0,1365,59.9,205,1
4082,L51261,L,302.0,310.4,1336,58.2,110,1
6160,L53339,L,301.0,311.0,1399,58.0,190,1
4212,L51391,L,302.1,310.7,1314,52.8,8,1
7570,L54749,L,300.2,311.0,1255,71.8,149,1
927,L48106,L,295.6,306.1,1372,55.6,215,1
2503,L49682,L,299.2,309.0,1515,48.9,228,1
7088,L54267,L,300.6,310.3,1648,30.5,217,1
3830,H33243,H,302.3,310.9,1366,48.4,130,1
4566,H33979,H,302.7,310.8,1275,55.0,25,1
51,L47230,L,298.9,309.1,2861,4.6,143,1
2445,L49624,L,299.2,308.6,1267,68.2,76,1
7168,L54347,L,300.3,310.3,1362,60.3,206,1
4122,M18981,M,302.1,310.7,1364,47.8,213,1
1125,M15984,M,296.7,307.8,1258,69.0,105,1
5910,H35323,H,300.7,310.2,1364,65.3,208,1
4407,L51586,L,302.5,310.3,1326,58.5,55,1
1088,H30501,H,296.9,307.8,1549,35.8,206,1
2942,M17801,M,300.7,309.6,1996,19.8,203,1
5395,M20254,M,302.8,312.3,1262,70.5,234,1
6479,L53658,L,300.5,309.8,1663,29.1,145,1
169,L47348,L,298.4,308.3,1433,62.3,20,1
4033,L51212,L,302.0,310.8,1383,50.3,231,1
9664,L56843,L,299.1,310.1,1435,48.8,229,1
604,L47783,L,297.9,309.8,1336,71.6,31,1
3237,M18096,M,300.8,309.4,1342,62.4,113,1
4097,L51276,L,301.9,310.4,1370,51.7,153,1
2672,M17531,M,299.7,309.3,1399,41.9,221,1
2167,M17026,M,299.6,309.2,1867,23.4,225,1
9015,M23874,M,297.2,308.1,1340,61.3,207,1
2762,L49941,L,299.8,309.3,1299,65.1,212,1
4511,L51690,L,302.4,310.2,1346,62.4,106,1
4401,L51580,L,302.3,310.1,1353,50.9,36,1
4003,L51182,L,302.1,311.2,1454,59.2,153,1
6154,L53333,L,301.0,311.1,1236,64.4,177,1
6079,L53258,L,300.8,310.7,1339,59.1,203,1
4724,L51903,L,303.4,311.8,1366,50.9,200,1
4769,L51948,L,303.6,312.0,1309,52.9,86,1
8610,L55789,L,297.4,308.3,1475,40.5,222,1
6541,M21400,M,301.4,310.7,1368,63.7,92,1
5489,L52668,L,302.7,312.2,1450,52.1,213,1
4392,M19251,M,302.2,310.1,1368,51.6,12,1
6498,L53677,L,300.8,309.9,1312,65.3,192,1
2880,M17739,M,300.6,309.4,1367,63.2,45,1
4662,L51841,L,303.3,311.3,1350,48.1,32,1
4571,L51750,L,302.8,310.9,1312,52.2,40,1
5707,L52886,L,302.4,311.9,1290,70.0,139,1
4557,M19416,M,302.7,310.6,1349,51.2,6,1
3458,M18317,M,301.5,310.4,2639,12.0,21,1
4841,L52020,L,303.4,311.9,1298,63.9,59,1
4977,L52156,L,303.7,312.7,1359,56.8,194,1
2332,L49511,L,299.3,308.6,1384,53.6,218,1
4643,L51822,L,303.2,311.4,1238,54.6,226,1
4420,M19279,M,302.6,310.2,2676,10.8,84,1
6526,L53705,L,301.1,310.4,1312,73.6,49,1
2076,L49255,L,299.5,309.4,1390,58.8,195,1
6256,L53435,L,301.0,310.5,1379,57.3,204,1
4817,L51996,L,303.4,312.0,1521,35.9,215,1
4998,M19857,M,303.6,312.8,2659,11.4,26,1
4035,L51214,L,302.0,310.8,1615,29.0,235,1
4845,M19704,M,303.4,311.8,1316,50.9,69,1
7760,L54939,L,300.4,311.8,1272,59.2,198,1
6000,M20859,M,300.4,310.2,1671,30.5,234,1
1834,L49013,L,297.8,307.3,1327,61.0,186,1
4749,L51928,L,303.2,311.2,1363,46.7,29,1
4559,L51738,L,302.7,310.7,1369,47.5,11,1
3944,L51123,L,302.3,311.4,1333,66.7,205,1
70,L47249,L,298.9,309.0,1410,65.7,191,1
1510,L48689,L,298.0,308.5,1429,37.7,220,1
7537,L54716,L,300.1,311.3,2579,12.5,64,1
3267,L50446,L,301.3,310.1,1269,56.8,195,1
3020,L50199,L,300.5,309.8,1379,54.2,207,1
8193,L55372,L,299.6,310.9,1229,65.2,209,1
